Brand Name,Address,latitude,longitude,charging type,charging port,cost per unit,payment type
Revos,"E -12, ground floor, Lajpat Nagar 1, New Delhi 110024",28.5733477,77.2372255,Charging,1,5,E-Wallet/Card/UPI
Revos,"E -12, ground floor, Lajpat Nagar 1, New Delhi 110024",28.5733477,77.2372255,Charging,1,5,E-Wallet/Card/UPI
Revos,"E -12, ground floor, Lajpat Nagar 1, New Delhi 110024",28.5733477,77.2372255,Charging,1,5,E-Wallet/Card/UPI
Revos,"E -12, ground floor, Lajpat Nagar 1, New Delhi 110024",28.5733477,77.2372255,Charging,1,5,E-Wallet/Card/UPI
Revos,H-6/9 malviya nagar new delhi-110017,28.5304908752441,77.2098388671875,Charging,1,10,E-Wallet/Card/UPI
Revos,neenja,28.5621261596679,77.2595901489257,Charging,1,100,E-Wallet/Card/UPI
Revos,A-7 Jawahar Park,28.5077877044677,77.2318725585937,Charging,1,,E-Wallet/Card/UPI
Revos,"D-272, Parking, Sarvodaya Enclave, New Delhi - 110017",28.5373306274414,77.2036514282226,Charging,1,100,E-Wallet/Card/UPI
Revos,H.No.199 Badi Chaupal Wali Gali Badarpur New Delhi 110044,28.5029182434082,77.3020324707031,Charging,1,10,E-Wallet/Card/UPI
Revos,"Sanjay Colony II, Sanjay Colony, Okhla Phase II, Okhla Industrial Estate, New Delhi, Delhi 110020",28.5413246154785,77.2755737304687,Charging,1,5,E-Wallet/Card/UPI
Revos,Rz 739/22 TUGLKABAD EXTENSION,28.5215771627335,77.2574103623628,Charging,1,,E-Wallet/Card/UPI
Revos,w4 opposite kalkaji depot govindpuri,28.5384134774595,77.2666841000318,Charging,1,45,E-Wallet/Card/UPI
Revos,w4 opposite kalkaji depot govindpuri,28.5383416099008,77.2666670009494,Charging,1,45,E-Wallet/Card/UPI
Revos,"TA-327, TUGHLAKABAD EXTENSION, OKHLA MAIN ROAD. NEW DELHI 110019.",28.5258096912802,77.2603208944201,Charging,1,200,E-Wallet/Card/UPI
Revos,"delhi fruit and vegetable store
saket k block gate no 3",28.521915435791,77.2112197875976,Charging,1,40,E-Wallet/Card/UPI
Revos,s7 khirki,28.5308700617521,77.2179872542619,Charging,1,,E-Wallet/Card/UPI
Revos,badarpur,28.4994069317748,77.3006871342659,Charging,1,,E-Wallet/Card/UPI
Revos,"C-30/E Railway Colony
Lajpat Nagar - I
New Delhi - 110024",28.5757656097412,77.2445526123046,Charging,1,,E-Wallet/Card/UPI
Revos,"c9, panchsheel vihar",28.5342963298393,77.2193025425076,Charging,1,30,E-Wallet/Card/UPI
Revos,"161 joga bai ,
Main road,
opp. Go mobile
zakir nagar
new Delhi",28.56640098472,77.2826137393713,Charging,1,50,E-Wallet/Card/UPI
Revos,A 142 Gali no.14 Harsh Vihar Hari Nagar Part-III Badarpur New Delhi-110044,28.4989604949951,77.3273849487304,Charging,1,13,E-Wallet/Card/UPI
Revos,"Sanjay Colony II, Sanjay Colony, Okhla Phase II, Okhla Industrial Estate, New Delhi, Delhi 110020",28.5413247,77.2755771,Charging,1,5,E-Wallet/Card/UPI
Revos,"national Aquatech solution G-2nd gali no.18 Near national building material suppliers tiranga chowk 
sangam vihar new delhi-110080",28.4995377554296,77.2478868439793,Charging,1,30,E-Wallet/Card/UPI
Revos,166c Pocket 12 Jasola vihar new Delhi 110025,28.5501248781672,77.2885149344801,Charging,1,,E-Wallet/Card/UPI
Revos,"C-139 , Savitri nagar ,New Delhi-17",28.5385704666691,77.2189079225063,Charging,1,,E-Wallet/Card/UPI
Revos,b 80 Dayanand colony Lajpat Nagar 4,28.5628128051757,77.2466735839843,Charging,1,50,E-Wallet/Card/UPI
Revos,rz_421 main road tughlakabad extension delhi,28.5235111029365,77.2618319839239,Charging,1,40,E-Wallet/Card/UPI
Revos,rz_421 main road tughlakabad extension delhi,28.5236504395277,77.262009344995,Charging,1,40,E-Wallet/Card/UPI
Revos,l-78 lajpat nagar 2 shop no.5 delhi,28.5692928444675,77.2465477511286,Charging,1,50,E-Wallet/Card/UPI
Revos,l-78 lajpat nagar 2 shop no.5 delhi,28.5696249865939,77.2468649223446,Charging,1,50,E-Wallet/Card/UPI
Revos,36/1Govind Puri  kalka ji,28.5374659409966,77.2669610381126,Charging,1,40,E-Wallet/Card/UPI
Revos,36/1Govind Puri kalka ji,28.5374497412006,77.2667028754949,Charging,1,40,E-Wallet/Card/UPI
Revos,38 c taimoor nagar nala road,28.5727420069127,77.2688845172524,Charging,1,50,E-Wallet/Card/UPI
Revos,38 c taimoor nagar nala road,28.5723645302431,77.2688613831996,Charging,1,50,E-Wallet/Card/UPI
Revos,65 bal mukand khand giri nagar kalka ji new delhi,28.53899695775,77.2656980529427,Charging,1,40,E-Wallet/Card/UPI
Revos,65 bal mukand khand giri nagar kalka ji new delhi,28.5390264114902,77.2656152397394,Charging,1,40,E-Wallet/Card/UPI
Revos,H 32 Kalkaji Behind Mc Donald,28.5401309208033,77.257616892457,Charging,1,40,E-Wallet/Card/UPI
Revos,H  32 Kalkaji Behind Mc Donald,28.5402116231632,77.2577107697725,Charging,1,40,E-Wallet/Card/UPI
Revos,77.292667267478,28.5289344787597,77.2926635742187,Charging,1,5,E-Wallet/Card/UPI
Revos,"Pocket E Sarita Vihar, Sarita Vihar, New Delhi, Delhi 110076",28.5289341149285,77.292667267478,Charging,1,5,E-Wallet/Card/UPI
Revos,rz421 main road Gali no.13 Tughlaqabad Extension,28.5236038958243,77.2619288787245,Charging,1,40,E-Wallet/Card/UPI
Revos,godown no 731 mb road Lal kuan,28.5047411053125,77.2780801355838,Charging,1,50,E-Wallet/Card/UPI
Revos,sh no 10mane market Nehru Nagar,28.5700039453459,77.2538396716117,Charging,1,80,E-Wallet/Card/UPI
Revos,sh no10 mane markit Nehru Nagar,28.5699789170322,77.2537994384765,Charging,1,80,E-Wallet/Card/UPI
Revos,B215 lagpat nagar delhi,28.5748522591004,77.2411182895302,Charging,1,40,E-Wallet/Card/UPI
Revos,stall no1 DSIDC shed Okhla phase I,28.5260995519955,77.2824507951736,Charging,1,40,E-Wallet/Card/UPI
Revos,B 215 Lajpat Nagar Delhi,28.5751340350714,77.2389688342809,Charging,1,40,E-Wallet/Card/UPI
Revos,151 Sarai jullena okhla road new delhi,28.560833467175,77.2711630538106,Charging,1,50,E-Wallet/Card/UPI
Revos,151 Sarai jullena okhla road new delhi,28.5608979574811,77.2712730243802,Charging,1,50,E-Wallet/Card/UPI
Revos,A 121 double story kalka ji new delhi,28.5437553972126,77.2505425661802,Charging,1,50,E-Wallet/Card/UPI
Revos,A 121 double story kalka ji new delhi,28.5437978086801,77.2505432367324,Charging,1,50,E-Wallet/Card/UPI
Revos,612 sunlight coloney 2 Hari nagar ashram,28.5769556970389,77.2588832303881,Charging,1,40,E-Wallet/Card/UPI
Revos,151 Sarai jullena okhla road new delhi,28.560880288908,77.2713243216276,Charging,1,50,E-Wallet/Card/UPI
Revos,E471 nav jevaan camp govindpuri Delhi,28.5310314805964,77.262051589787,Charging,1,40,E-Wallet/Card/UPI
Revos,128 3 kilokari near maharanibagh ashram,28.5821016406849,77.2640424594283,Charging,1,50,E-Wallet/Card/UPI
Revos,128 3 kilokari near maharanibagh ashram,28.5821016406849,77.2640424594283,Charging,1,50,E-Wallet/Card/UPI
Revos,shop no 1 apna bazar nehru nagar delhi,28.571403754731,77.2544696554541,Charging,1,40,E-Wallet/Card/UPI
Revos,shop no 1 apna bazar neheru nagar delhi,28.5712229642423,77.2543566673994,Charging,1,40,E-Wallet/Card/UPI
Revos,f-3 496 veer bazar neem chowk sangam vihar,28.4967040905667,77.2419055178761,Charging,1,50,E-Wallet/Card/UPI
Revos,f_3 496 veer bazar neem chowk sangam vihar,28.4966669639546,77.2418505325913,Charging,1,50,E-Wallet/Card/UPI
Revos,154 amichand Khand Giri Nagar kalkaji,28.5424812780814,77.2647307813167,Charging,1,40,E-Wallet/Card/UPI
Revos,154 amichand Khand Giri Nagar kalkaji,28.5427410511939,77.2649289295077,Charging,1,40,E-Wallet/Card/UPI
Revos,C 84 A lajpat nagar 1,28.5771367721068,77.2393339499831,Charging,1,100,E-Wallet/Card/UPI
Revos,C 30 E Railway Colony Lajpat Nagar I,28.5758241916282,77.2445555403828,Charging,1,,E-Wallet/Card/UPI
Revos,B 6 upon 4 Okhla phase ii,28.5337042815031,77.2764889150857,Charging,1,40,E-Wallet/Card/UPI
Revos,B 6 upon 4 Okhla phase ii,28.5337033978464,77.2764872387051,Charging,1,40,E-Wallet/Card/UPI
Revos,A 29 gali no 4 Om nagar Mithapur badarpur,28.4967367973333,77.3249229043722,Charging,1,10,E-Wallet/Card/UPI
Revos,RZ 1912 Gali no 25 tughlakabad extension,28.5211432364717,77.2557108476758,Charging,1,50,E-Wallet/Card/UPI
Revos,C 150 main mathura road badarpur near axis bank and jaitpur mod,28.4979858346435,77.3024691268801,Charging,1,40,E-Wallet/Card/UPI
Revos,shop no 1 meethapur village near primery school,28.4986193345883,77.3163897916674,Charging,1,50,E-Wallet/Card/UPI
Revos,A121 double story kalkaji,28.5437524519712,77.2505016624927,Charging,1,50,E-Wallet/Card/UPI
Revos,godawn no 731 mb road Lal kuan delhi 110044,28.504421722485,77.2784465923905,Charging,1,50,E-Wallet/Card/UPI
Revos,b 113 1 amritpuri b garhi,28.5565119376816,77.253121510148,Charging,1,50,E-Wallet/Card/UPI
Revos,34 apna bazar nehru nagar new delhi,28.5714175937296,77.2551968693733,Charging,1,40,E-Wallet/Card/UPI
Revos,34 apna bazar nehru nagar new delhi,28.5715715892715,77.2551365196704,Charging,1,40,E-Wallet/Card/UPI
Revos,"BSES RAJADHANI POWER LIMITED  
office of division head (o&amp;m)
devision - new friends colony , new delhi",28.556767847845,77.2732276841998,Charging,1,,E-Wallet/Card/UPI
Revos,B 23 Bate 3,28.5345767416217,77.2761767730116,Charging,1,40,E-Wallet/Card/UPI
Revos,A-88,28.534385284078,77.2761687263846,Charging,1,40,E-Wallet/Card/UPI
Revos,296 main natura roads,28.5037334550978,77.3005067557096,Charging,1,40,E-Wallet/Card/UPI
Revos,296 main matura road,28.5036321002745,77.3003424704074,Charging,1,40,E-Wallet/Card/UPI
Revos,206 jeewan nagar new delhi 110014 near tikona park opp maharani  bagh,28.5773511174753,77.2619315609335,Charging,1,50,E-Wallet/Card/UPI
Revos,206 jeewan nagar new delhi 110014 near tikona park opp maharani  bagh,28.5772992977559,77.2617619112134,Charging,1,50,E-Wallet/Card/UPI
Revos,saidulajaib opp vidya niketan school mb road saket,28.5202665408969,77.202801592648,Charging,1,50,E-Wallet/Card/UPI
Revos,F2 185 main road ratiya Marg sangam vihar,28.500237836015,77.2463707253336,Charging,1,50,E-Wallet/Card/UPI
Revos,k19,28.4982466013604,77.2456059604883,Charging,1,40,E-Wallet/Card/UPI
Revos,B147C main Sharma market pheladpur,28.499710713481,77.2933147475123,Charging,1,40,E-Wallet/Card/UPI
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Blusmart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Blusmart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Blusmart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EFILL,"B 102, Panchsheel Vihar, near Apj School, Sheikh Sarai Phase 1, Sheikh Sarai, New Delhi, Delhi 110017",28.5360962,77.2231022,Charging,1,15,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet"
GensolCharge Pvt. Ltd.,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
REIL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
REIL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
REIL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Atul Parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Shivam Enterprises Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Ramesh Parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Jyoti Enterprises Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Echargeup,"Shop No-B-308, First Floor, Madanpur Khadar Extention, Sarita Vihar, New Delhi",,,,10,,Cash/E Wallet
Revos,"C-39 MAIN MARKET, West Patel Nagar, New Delhi, Delhi 110008",28.6506416044609,77.164535857737,Charging,1,18,E-Wallet/Card/UPI
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EFILL,"16/16, New Rohtak Road, Karol Bagh, Near Ingah Telephone Exchange, Karol Bagh, New Delhi, Delhi 110005",28.6539425,77.2017582,Charging,1,15,"Debit Card, Credit Card, BHIM/UPI, NetBanking, Wallet"
BSES,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Ashirwad e rickshaw parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Vikky parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Sheetla Trading Company Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Panditji Parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Sanjib parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Tilak Raj Parking Battery Smart,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
Echargeup,"8812/14 Shidipura Raja Lane,New Rohtak Road,new Delhi",,,,150,,Cash/E Wallet
Echargeup,"76A Than singh nager Anand Parbat,Karol Bhag-Near BSES Office, New Delhi",,,,30,,Cash/E Wallet
Echargeup,"76A Than singh nager Anand Parbat,Karol Bhag-Near BSES Office, New Delhi",,,,30,,Cash/E Wallet
Echargeup,"1261/3 Naiwala ,karol Bagh New Delhi",,,,20,,Cash/E Wallet
Echargeup,"9/14, Ground Floor,Near Hotel Bharat Palace Old RajenderNagar",,,,20,,Cash/E Wallet
Echargeup,"17/57, E Ground floor, Plot No-10, Gadobia Road, Anand Parvat, New Delhi",,,,20,,Cash/E Wallet
Massive Mobility,"H.no. F-45, New Seema Puri Dilshad Garden",28.685962,77.329070,Charging,2,15,Cash/E-Wallet
Massive Mobility,RZB-161 NIhal Vihar,28.667452,77.075985,Charging,10,15,Cash/E-Wallet
Revos,"ETO BRANCH OFFICE, DEHLI",28.5689395049125,77.187098215445,Charging,1,,E-Wallet/Card/UPI
Revos,Lohia auto new Delhi,28.498025894165,77.1593017578125,Charging,1,,E-Wallet/Card/UPI
Revos,Sahara evols saket,28.5195406691519,77.2008177638053,Charging,1,,E-Wallet/Card/UPI
Revos,"Birla Farm, Opp JVTS Garden Gate, Chattarpur Extension, New Delhi 110074",28.4922370910644,77.1804656982421,Charging,1,,E-Wallet/Card/UPI
Revos,124 A Basement K.H.No.-45/22 Baporla Vihar village Bazorla Near Kalawati school NEW DELHI 110043,28.6354389190673,77.0161590576171,Charging,1,25,E-Wallet/Card/UPI
Revos,"169, Dharampura, Najafgarh, New Delhi  - 110043",28.6033728728444,76.9891988486051,Charging,1,30,E-Wallet/Card/UPI
Revos,"131, Gopal Nagar P Block, Near Green Gold School
Najafgarh, New Delhi -110043",28.6133689880371,76.9650268554687,Charging,1,20,E-Wallet/Card/UPI
Revos,RZ-49/256 GALI NO.3 DAYAL PARK NEAR MCD SCHOOL,28.6054191589355,77.0959320068359,Charging,1,12,E-Wallet/Card/UPI
Revos,"car, Market Kishan Garh Vasant Kunj New Delhi 110070",28.5148011694468,77.1643511205911,Charging,1,30,E-Wallet/Card/UPI
Revos,NA,28.5700325070613,76.9599128141999,Charging,1,,E-Wallet/Card/UPI
Revos,A-113 inderpuri new delhi 12,28.6276651362855,77.1476124599576,Charging,1,25,E-Wallet/Card/UPI
Revos,RZG- 19 DEV KUNJ DWARKA SEC 7 NEAR MELA GROUND PALAM COLONY NEW DELHI-110075,28.5804271697998,77.0772247314453,Charging,1,40,E-Wallet/Card/UPI
Revos,"c252 ,dada Dev comply sec.7 dwarka",28.5831214957187,77.0757326111197,Charging,1,40,E-Wallet/Card/UPI
Revos,WZ  879 G/F  KH  NO 33/25 Palam Extn Near Swagat Bharat NewDelhi,28.5855135822441,77.0750640705227,Charging,1,50,E-Wallet/Card/UPI
Revos,Dwarka sce 7 Near Dada dev colony Delhi 110075,28.583754483909,77.0755130052566,Charging,1,50,E-Wallet/Card/UPI
Revos,V.K Auto Spear parts  Railway Line  Road. Pipal Wali Gali. Raj Nagar  -part  2,28.5802565140812,77.0878069102764,Charging,1,50,E-Wallet/Card/UPI
Revos,Wheel Cart Palam metro station ke Samne,28.5882618384794,77.0828622579574,Charging,1,50,E-Wallet/Card/UPI
Revos,Mahesh auto service center WZ 907,28.5867300661736,77.0774173736572,Charging,1,50,E-Wallet/Card/UPI
Revos,Rz 134 B Block New Gopal Nagar Najafgarh new delhi,28.6056102587308,76.9679487124085,Charging,1,20,E-Wallet/Card/UPI
Revos,d-9 gf devkunj vill palam near JJ colony new delhi 110045,28.5851599984816,77.0772390067577,Charging,1,50,E-Wallet/Card/UPI
Revos,d-9 gf devkunj vill palam near JJ colony new delhi 110045,28.5851947386541,77.0771810039877,Charging,1,50,E-Wallet/Card/UPI
Revos,D-251 Mangla puri village main road palam colony,28.587850561426,77.0864604413509,Charging,1,350,E-Wallet/Card/UPI
Revos,"plott 161, amberhai extension",28.5766203393013,77.0478782057762,Charging,1,,E-Wallet/Card/UPI
Revos,Rz20 e/4 Raj nagar part 1 palam colony near nirankari bhawan New delhi,28.5830258111259,77.0879225805401,Charging,1,50,E-Wallet/Card/UPI
Revos,m25 commander chowk Vikas nagar new delhi 110059,28.6408952506112,77.0486272126436,Charging,1,,E-Wallet/Card/UPI
Revos,"Gupta auto service centre , shop no 1 nasirpur road, opposite Aman band near by palam fly over , palam new delhi",28.5907306445853,77.0829671993851,Charging,1,40,E-Wallet/Card/UPI
Revos,shop no. 19/22 kh no 25/21 pankaj garden main Goyla Dairy road near kiker bus stand qutub vihar Goyla Dairy new delhi 110071,28.5780177052258,77.0311030000448,Charging,1,40,E-Wallet/Card/UPI
Revos,shop no 19/22 kh.no 25/21 pankaj garden main Goyla Dairy road near kiker bus stand qutub vihar Goyla Dairy new delhi 110071,28.5781192829352,77.0312106236815,Charging,1,40,E-Wallet/Card/UPI
Revos,NA,28.6054415954639,77.0958900824189,Charging,1,,E-Wallet/Card/UPI
Revos,"ETO BRANCH OFFICE, DELHI",28.5689389160051,77.1870968743405,Charging,1,,E-Wallet/Card/UPI
Revos,G257 vishwas Park behind akash hospital sec.3 dwarka,28.605544618434,77.0543681457638,Charging,1,50,E-Wallet/Card/UPI
Revos,wz 300 c palam village,28.5898536450966,77.0756397396326,Charging,1,50,E-Wallet/Card/UPI
Revos,H 655 C main Ramphal Chowk Road palam extn Sector 7 Dwarka 110077,28.5868893385599,77.0722983777523,Charging,1,50,E-Wallet/Card/UPI
Revos,najafgarh,28.5999161784141,76.9990898296237,Charging,1,10,E-Wallet/Card/UPI
Revos,Main Chattarpur Road,28.4986794432228,77.1855844929814,Charging,1,100,E-Wallet/Card/UPI
Revos,house no 10 A main road chattarpur gaon,28.5012019124516,77.1832690760493,Charging,1,15,E-Wallet/Card/UPI
Revos,Chhawla village main bus stand,28.5611376608297,77.0023530721664,Charging,1,15,E-Wallet/Card/UPI
Revos,Qtr no 874 Rkpuram sector 6,28.5660287856148,77.1716235950589,Charging,1,10,E-Wallet/Card/UPI
Revos,MBR Enclave pochanpur sector 23 dwarka,28.5594182042077,77.0504239574074,Charging,1,40,E-Wallet/Card/UPI
Revos,MBR Enclave near mata mandir dwarka,28.5593316269541,77.0505959540605,Charging,1,40,E-Wallet/Card/UPI
Revos,Harmony Apartments  Sector 4  pocket 1  Dwarka,28.598089321143,77.0506308227777,Charging,1,40,E-Wallet/Card/UPI
Revos,komaki,28.5183787926139,77.0819834992289,Charging,1,45,E-Wallet/Card/UPI
Revos,A10 main road chhatarpur gaon,28.5011662606375,77.1830105781555,Charging,1,50,E-Wallet/Card/UPI
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
EESL,"NDMC Parking, Khan Market, New Delhi, 110003",28.600324,77.226883,Charging,1,9.5,Payment Gateway/e-Wallet
